imdb,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,error_movies,plot,rated,response,language,title,country,writer,metascore,imdbrating,director,released,actors,year,genre,awards,runtime,type,poster,imdbvotes,imdbid,error_imdb,imdb_rating
tt1711425,notalk,notalk,FAIL,13000000,25682380.0,42195766.0,2013FAIL,13000000,25682380.0,42195766.0,1.0,1.0,1711425,,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.",R,True,English,21 & Over,USA,"Jon Lucas, Scott Moore",34.0,5.8,"Jon Lucas, Scott Moore",01 Mar 2013,"Miles Teller, Skylar Astin, Justin Chon, Sarah Wright",2013.0,Comedy,1 win.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI0NTExOTI0N15BMl5BanBnXkFtZTcwMDA0ODE3OA@@._V1_SX300.jpg,"40,030",tt1711425,,5.8
tt1343727,ok-disagree,ok,PASS,45000000,13414714.0,40868994.0,2012PASS,45658735,13611086.0,41467257.0,1.0,1.0,1343727,,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",R,True,English,Dredd,"UK, USA, India, South Africa","John Wagner (characters), Carlos Ezquerra (characters), Alex Garland (screenplay)",59.0,7.0,Pete Travis,21 Sep 2012,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau",2012.0,"Action, Crime, Sci-Fi",2 wins & 8 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg,"149,225",tt1343727,,7.0
tt2024544,notalk-disagree,notalk,FAIL,20000000,53107035.0,158607035.0,2013FAIL,20000000,53107035.0,158607035.0,1.0,1.0,2024544,,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",R,True,English,12 Years a Slave,"USA, UK","John Ridley (screenplay), Solomon Northup (based on ""Twelve Years a Slave"" by)",97.0,8.3,Steve McQueen,08 Nov 2013,"Chiwetel Ejiofor, Dwight Henry, Dickie Gravois, Bryan Batt",2013.0,"Biography, Drama, History",Won 3 Oscars. Another 131 wins & 137 nominations.,134 min,movie,http://ia.media-imdb.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg,"143,446",tt2024544,,8.3
tt1272878,notalk,notalk,FAIL,61000000,75612460.0,132493015.0,2013FAIL,61000000,75612460.0,132493015.0,1.0,1.0,1272878,,"A DEA agent and a naval intelligence officer find themselves on the run after a botched attempt to infiltrate a drug cartel. While fleeing, they learn the secret of their shaky alliance: Neither knew that the other was an undercover agent.",R,True,"English, Spanish",2 Guns,USA,"Blake Masters (screenplay), Steven Grant (based on the Boom! Studios graphic novels by)",55.0,6.8,Baltasar Kormákur,02 Aug 2013,"Denzel Washington, Mark Wahlberg, Paula Patton, Edward James Olmos",2013.0,"Action, Comedy, Crime",1 win.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BNTQ5MTgzNDg4OF5BMl5BanBnXkFtZTcwMjAyODEzOQ@@._V1_SX300.jpg,"87,301",tt1272878,,6.8
tt0453562,men,men,FAIL,40000000,95020213.0,95020213.0,2013FAIL,40000000,95020213.0,95020213.0,1.0,1.0,453562,,,,,,,,,,,,,,,,,,,,,,,
tt1335975,men,men,FAIL,225000000,38362475.0,145803842.0,2013FAIL,225000000,38362475.0,145803842.0,1.0,1.0,1335975,,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,PG-13,True,"English, Japanese",47 Ronin,USA,"Chris Morgan (screenplay), Hossein Amini (screenplay), Chris Morgan (screen story by), Walter Hamada (screen story by)",29.0,6.6,Carl Rinsch,25 Dec 2013,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano",2013.0,"Action, Adventure, Fantasy",1 nomination.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,"25,735",tt1335975,,6.6
tt1606378,notalk,notalk,FAIL,92000000,67349198.0,304249198.0,2013FAIL,92000000,67349198.0,304249198.0,1.0,1.0,1606378,,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",R,True,"English, Russian, Hindi",A Good Day to Die Hard,USA,"Skip Woods, Roderick Thorp (certain original characters by)",28.0,5.4,John Moore,14 Feb 2013,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",2013.0,"Action, Crime, Thriller",2 wins & 3 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,"123,837",tt1606378,,5.4
tt2194499,ok-disagree,ok,PASS,12000000,15323921.0,87324746.0,2013PASS,12000000,15323921.0,87324746.0,1.0,1.0,2194499,,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",R,True,English,About Time,UK,Richard Curtis,55.0,7.8,Richard Curtis,08 Nov 2013,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson",2013.0,"Drama, Fantasy, Romance",1 win & 6 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_SX300.jpg,"85,871",tt2194499,,7.8
tt1814621,ok,ok,PASS,13000000,18007317.0,18007317.0,2013PASS,13000000,18007317.0,18007317.0,1.0,1.0,1814621,,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,PG-13,True,English,Admission,USA,"Karen Croner (screenplay), Jean Hanff Korelitz (based on the novel by)",48.0,5.7,Paul Weitz,22 Mar 2013,"Tina Fey, Ann Harada, Ben Levin, Dan Levy",2013.0,"Comedy, Drama, Romance",N/A,107 min,movie,http://ia.media-imdb.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg,"18,973",tt1814621,,5.7
tt1815862,notalk,notalk,FAIL,130000000,60522097.0,244373198.0,2013FAIL,130000000,60522097.0,244373198.0,1.0,1.0,1815862,,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",PG-13,True,English,After Earth,USA,"Gary Whitta (screenplay), M. Night Shyamalan (screenplay), Will Smith (story)",33.0,5.0,M. Night Shyamalan,31 May 2013,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",2013.0,"Action, Adventure, Sci-Fi",3 wins & 5 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX300.jpg,"108,264",tt1815862,,5.0
tt1800241,ok-disagree,ok,PASS,40000000,148430908.0,249484909.0,2013PASS,40000000,148430908.0,249484909.0,1.0,1.0,1800241,,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",R,True,"English, Arabic",American Hustle,USA,"Eric Warren Singer, David O. Russell",90.0,7.5,David O. Russell,20 Dec 2013,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner",2013.0,"Crime, Drama",Nominated for 10 Oscars. Another 49 wins & 77 nominations.,138 min,movie,http://ia.media-imdb.com/images/M/MV5BNjkxMTc0MDc4N15BMl5BanBnXkFtZTgwODUyNTI1MDE@._V1_SX300.jpg,"150,073",tt1800241,,7.5
tt1322269,ok,ok,PASS,25000000,37304874.0,50304874.0,2013PASS,25000000,37304874.0,50304874.0,1.0,1.0,1322269,,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.",R,True,English,August: Osage County,USA,"Tracy Letts (screenplay), Tracy Letts (play)",58.0,7.4,John Wells,10 Jan 2014,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor",2013.0,Drama,Nominated for 2 Oscars. Another 7 wins & 36 nominations.,121 min,movie,http://ia.media-imdb.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_SX300.jpg,"29,369",tt1322269,,7.4
tt1559547,ok,ok,PASS,50000000,19452138.0,55940671.0,2013PASS,50000000,19452138.0,55940671.0,1.0,1.0,1559547,,"Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",PG-13,True,English,Beautiful Creatures,USA,"Richard LaGravenese (screenplay), Kami Garcia (based on the novel ""Beautiful Creatures"" by), Margaret Stohl (based on the novel ""Beautiful Creatures"" by)",52.0,6.2,Richard LaGravenese,14 Feb 2013,"Alden Ehrenreich, Alice Englert, Jeremy Irons, Viola Davis",2013.0,"Drama, Fantasy, Romance",7 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_SX300.jpg,"42,988",tt1559547,,6.2
tt2334873,ok-disagree,ok,PASS,18000000,33345833.0,68447831.0,2013PASS,18000000,33345833.0,68447831.0,1.0,1.0,2334873,,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",PG-13,True,English,Blue Jasmine,USA,Woody Allen,78.0,7.4,Woody Allen,23 Aug 2013,"Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo",2013.0,"Comedy, Drama",Won 1 Oscar. Another 24 wins & 36 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,"64,127",tt2334873,,7.4
tt1535109,notalk,notalk,FAIL,55000000,107136417.0,218743570.0,2013FAIL,55000000,107136417.0,218743570.0,1.0,1.0,1535109,,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",PG-13,True,"English, Somali",Captain Phillips,USA,"Billy Ray (screenplay), Richard Phillips (based upon the book ""A Captain's Duty: Somali Pirates,  Navy SEALS,  and Dangerous Days at Sea"" by), Stephan Talty (based upon the book ""A Captain's Duty: Somali Pirates,  Navy SEALS,  and Dangerous Days at Sea"" by)",83.0,8.0,Paul Greengrass,11 Oct 2013,"Tom Hanks, Catherine Keener, Barkhad Abdi, Barkhad Abdirahman",2013.0,"Biography, Drama, Thriller",Nominated for 6 Oscars. Another 16 wins & 68 nominations.,134 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQzNzExMDg3Ml5BMl5BanBnXkFtZTgwODU1NzEzMDE@._V1_SX300.jpg,"167,886",tt1535109,,8.0
tt1939659,ok,ok,PASS,30000000,35266619.0,85001659.0,2013PASS,30000000,35266619.0,85001659.0,1.0,1.0,1939659,,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",R,True,English,Carrie,USA,"Lawrence D. Cohen (screenplay), Roberto Aguirre-Sacasa (screenplay), Stephen King (novel)",53.0,6.0,Kimberly Peirce,18 Oct 2013,"Julianne Moore, Chloë Grace Moretz, Gabriella Wilde, Portia Doubleday",2013.0,"Drama, Horror",1 win & 3 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc1MDIyOTkxN15BMl5BanBnXkFtZTgwMTU1NzEzMDE@._V1_SX300.jpg,"57,766",tt1939659,,6.0
tt1985966,nowomen-disagree,nowomen,FAIL,78000000,119640264.0,271725448.0,2013FAIL,78000000,119640264.0,271725448.0,1.0,1.0,1985966,,Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational and is churning out menacing food-animal hybrids.,PG,True,English,Cloudy with a Chance of Meatballs 2,USA,"Erica Rivinoja (screenplay), John Francis Daley (screenplay), Jonathan M. Goldstein (screenplay), Phil Lord (story), Christopher Miller (story), Erica Rivinoja (story), Judi Barrett (characters), Ron Barrett (characters)",59.0,6.5,"Cody Cameron, Kris Pearn",27 Sep 2013,"Bill Hader, Anna Faris, James Caan, Will Forte",2013.0,"Animation, Comedy, Family",8 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_SX300.jpg,"26,133",tt1985966,,6.5
tt1690953,ok,ok,PASS,76000000,368065385.0,970766005.0,2013PASS,76000000,368065385.0,970766005.0,1.0,1.0,1690953,,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,PG,True,English,Despicable Me 2,USA,"Cinco Paul, Ken Daurio",62.0,7.6,"Pierre Coffin, Chris Renaud",03 Jul 2013,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",2013.0,"Animation, Adventure, Comedy",Nominated for 2 Oscars. Another 10 wins & 31 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg,"160,919",tt1690953,,7.6
tt2229499,dubious-disagree,dubious,FAIL,5500000,24477704.0,26377704.0,2013FAIL,5500000,24477704.0,26377704.0,1.0,1.0,2229499,,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",R,True,English,Don Jon,USA,Joseph Gordon-Levitt,66.0,6.8,Joseph Gordon-Levitt,27 Sep 2013,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza",2013.0,"Comedy, Drama, Romance",2 wins & 6 nominations.,90 min,movie,"http://ia.media-imdb.com/images/M/MV5BMTQxNTc3NDM2MF5BMl5BanBnXkFtZTcwNzQ5NTQ3OQ@@._V1._CR28,28.649993896484375,1271,1991.0000305175781_SX89_.jpg_V1_SX300.jpg","105,210",tt2229499,,6.8
tt1535108,ok-disagree,ok,PASS,120000000,93050117.0,286192091.0,2013PASS,120000000,93050117.0,286192091.0,1.0,1.0,1535108,,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",R,True,"English, Spanish, French, Afrikaans",Elysium,USA,Neill Blomkamp,61.0,6.7,Neill Blomkamp,09 Aug 2013,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",2013.0,"Action, Drama, Sci-Fi",5 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,"194,012",tt1535108,,6.7
tt1731141,men,men,FAIL,110000000,61737191.0,89737191.0,2013FAIL,110000000,61737191.0,89737191.0,1.0,1.0,1731141,,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, a genocidal alien race which nearly annihilated the human race in a previous invasion.",PG-13,True,English,Ender's Game,USA,"Gavin Hood (screenplay), Orson Scott Card (based on the book Ender's Game by)",51.0,6.9,Gavin Hood,01 Nov 2013,"Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin",2013.0,"Action, Adventure, Sci-Fi",1 win & 3 nominations.,114 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_SX300.jpg,"86,537",tt1731141,,6.9
tt0848537,ok-disagree,ok,PASS,100000000,107518682.0,268418682.0,2013PASS,100000000,107518682.0,268418682.0,1.0,1.0,848537,,,,,,,,,,,,,,,,,,,,,,,
tt0765446,ok,ok,PASS,40000000,57012977.0,66454811.0,2013PASS,40000000,57012977.0,66454811.0,1.0,1.0,765446,,,,,,,,,,,,,,,,,,,,,,,
tt1211956,men,men,FAIL,70000000,25213103.0,103813103.0,2013FAIL,70000000,25213103.0,103813103.0,1.0,1.0,1211956,,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",R,True,"English, German, Arabic, Urdu",Escape Plan,USA,"Miles Chapman (screenplay), Jason Keller (screenplay), Miles Chapman (story)",49.0,6.8,Mikael Håfström,18 Oct 2013,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir",2013.0,"Action, Mystery, Thriller",1 nomination.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_SX300.jpg,"79,262",tt1211956,,6.8
tt1288558,ok-disagree,ok,PASS,17000000,54239856.0,97402049.0,2013PASS,17000000,54239856.0,97402049.0,1.0,1.0,1288558,,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods. The evil presence possesses them until only one is left to fight for survival.",R,True,English,Evil Dead,USA,"Fede Alvarez (screenplay), Rodo Sayagues (screenplay), Sam Raimi (based on the motion picture ""The Evil Dead"",  written by)",57.0,6.5,Fede Alvarez,05 Apr 2013,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas",2013.0,Horror,1 win & 4 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BNTQ3OTkwNTgyN15BMl5BanBnXkFtZTcwNTAzOTAzOQ@@._V1_SX300.jpg,"86,833",tt1288558,,6.5
tt1905041,ok-disagree,ok,PASS,160000000,238679850.0,788128122.0,2013PASS,160000000,238679850.0,788128122.0,1.0,1.0,1905041,,Hobbs has Dom and Brian reassemble their crew in order to take down a mastermind who commands an organization of mercenary drivers across 12 countries. Payment? Full pardons for them all.,PG-13,True,"English, Russian, Spanish",Fast & Furious 6,USA,"Chris Morgan, Gary Scott Thompson (characters)",61.0,7.2,Justin Lin,24 May 2013,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",2013.0,"Action, Crime, Thriller",4 wins & 16 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg,"196,463",tt1905041,,7.2
tt2294629,ok,ok,PASS,150000000,393050114.0,1004550114.0,2013PASS,150000000,393050114.0,1004550114.0,1.0,1.0,2294629,,"Fearless optimist Anna teams up with Kristoff in an epic journey, encountering Everest-like conditions, and a hilarious snowman named Olaf in a race to find Anna's sister Elsa, whose icy powers have trapped the kingdom in eternal winter.",PG,True,English,Frozen,USA,"Jennifer Lee (screenplay), Hans Christian Andersen (inspired by the story ""The Snow Queen"" by), Chris Buck (story), Jennifer Lee (story), Shane Morris (story), Dean Wellins (additional story)",74.0,7.9,"Chris Buck, Jennifer Lee",27 Nov 2013,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",2013.0,"Animation, Adventure, Comedy",Won 2 Oscars. Another 34 wins & 17 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg,"166,804",tt2294629,,7.9
tt1583421,ok-disagree,ok,PASS,140000000,122523060.0,371923060.0,2013PASS,140000000,122523060.0,371923060.0,1.0,1.0,1583421,,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,PG-13,True,English,G.I. Joe: Retaliation,USA,"Rhett Reese, Paul Wernick",41.0,5.9,Jon M. Chu,28 Mar 2013,"Dwayne Johnson, Jonathan Pryce, Byung-hun Lee, Elodie Yung",2013.0,"Action, Adventure, Sci-Fi",9 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,"103,584",tt1583421,,5.9
tt1321870,notalk,notalk,FAIL,60000000,46000903.0,104100903.0,2013FAIL,60000000,46000903.0,104100903.0,1.0,1.0,1321870,,"Los Angeles, 1949: A secret crew of police officers led by two determined sergeants work together in an effort to take down the ruthless mob king Mickey Cohen who runs the city.",R,True,English,Gangster Squad,USA,"Will Beall, Paul Lieberman (book)",40.0,6.8,Ruben Fleischer,11 Jan 2013,"Sean Penn, Holt McCallany, Wade Williams, James Landry Hébert",2013.0,"Action, Crime, Drama",1 win & 1 nomination.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_SX300.jpg,"130,219",tt1321870,,6.8
tt2425486,ok,ok,PASS,30000000,4167493.0,4967493.0,2013PASS,30000000,4167493.0,4967493.0,1.0,1.0,2425486,,"A story set in Santiago and centered on Gloria, a free-spirited older woman, and the realities of her whirlwind relationship with a former naval officer whom she meets out in the clubs.",R,True,"Spanish, English",Gloria,"Chile, Spain","Sebastián Lelio (screenplay), Gonzalo Maza (screenplay)",83.0,7.0,Sebastián Lelio,09 May 2013,"Paulina García, Sergio Hernández, Diego Fontecilla, Fabiola Zamora",2013.0,"Comedy, Drama",7 wins & 9 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMzI1NjgxNDM3N15BMl5BanBnXkFtZTgwMTI4MDI1MDE@._V1_SX300.jpg,"2,578",tt2425486,,7.0
tt1454468,nowomen-disagree,nowomen,FAIL,110000000,271814796.0,708714796.0,2013FAIL,110000000,271814796.0,708714796.0,1.0,1.0,1454468,,A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space.,PG-13,True,"English, Greenlandic",Gravity,"USA, UK","Alfonso Cuarón, Jonás Cuarón",96.0,8.2,Alfonso Cuarón,04 Oct 2013,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen",2013.0,"Drama, Sci-Fi, Thriller",Won 7 Oscars. Another 104 wins & 75 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg,"327,703",tt1454468,,8.2
tt2191701,men-disagree,men,FAIL,80000000,133668525.0,247023808.0,2013FAIL,80000000,133668525.0,247023808.0,1.0,1.0,2191701,,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and 400 costumed party crashers sometimes crazy follows you.",PG-13,True,English,Grown Ups 2,USA,"Fred Wolf, Adam Sandler, Tim Herlihy, Adam Sandler (based on characters created by), Fred Wolf (based on characters created by)",19.0,5.4,Dennis Dugan,12 Jul 2013,"Adam Sandler, Kevin James, Chris Rock, David Spade",2013.0,Comedy,1 win & 11 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwNTI2MDI0OF5BMl5BanBnXkFtZTcwMTk5MDg0OQ@@._V1_SX300.jpg,"60,641",tt2191701,,5.4
tt1428538,ok,ok,PASS,50000000,55703475.0,225703475.0,2013PASS,50000000,55703475.0,225703475.0,1.0,1.0,1428538,,"Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.",R,True,English,Hansel & Gretel: Witch Hunters,"Germany, USA",Tommy Wirkola,21.0,6.1,Tommy Wirkola,25 Jan 2013,"Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala",2013.0,"Action, Fantasy, Horror",1 win & 3 nominations.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg,"113,367",tt1428538,,6.1
tt1798709,men-disagree,men,FAIL,23000000,25000178.0,33029713.0,2013FAIL,23000000,25000178.0,33029713.0,1.0,1.0,1798709,,A lonely writer develops an unlikely relationship with his newly purchased operating system that's designed to meet his every need.,R,True,English,Her,USA,Spike Jonze,90.0,8.3,Spike Jonze,10 Jan 2014,"Joaquin Phoenix, Lynn Adrianna, Lisa Renee Pitts, Gabe Gomez",2013.0,"Drama, Romance, Sci-Fi",Won 1 Oscar. Another 42 wins & 58 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg,"89,605",tt1798709,,8.3
tt2024432,men-disagree,men,FAIL,35000000,134506920.0,176269721.0,2013FAIL,35000000,134506920.0,176269721.0,1.0,1.0,2024432,,Mild-mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless-looking woman who has been living it up after stealing Sandy's identity.,R,True,English,Identity Thief,USA,"Craig Mazin (screenplay), Jerry Eeten (story), Craig Mazin (story)",35.0,5.7,Seth Gordon,08 Feb 2013,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet",2013.0,"Comedy, Crime",1 win & 7 nominations.,111 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_SX300.jpg,"65,325",tt2024432,,5.7
tt2226417,men,men,FAIL,5000000,83586447.0,161911222.0,2013FAIL,5000000,83586447.0,161911222.0,1.0,1.0,2226417,,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,PG-13,True,English,Insidious: Chapter 2,"USA, Canada","Leigh Whannell (based on characters created by), James Wan (story), Leigh Whannell (story), Leigh Whannell (screenplay)",40.0,6.7,James Wan,13 Sep 2013,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",2013.0,"Horror, Thriller",1 win & 4 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_SX300.jpg,"47,327",tt2226417,,6.7
tt1300854,dubious-disagree,dubious,FAIL,200000000,408992272.0,1212692272.0,2013FAIL,200000000,408992272.0,1212692272.0,1.0,1.0,1300854,,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",PG-13,True,English,Iron Man 3,"USA, China","Drew Pearce (screenplay), Shane Black (screenplay), Stan Lee (based on the Marvel comic book by), Don Heck (based on the Marvel comic book by), Larry Lieber (based on the Marvel comic book by), Jack Kirby (based on the Marvel comic book by), Warren Ellis (based on the ""Extremis"" mini-series written by), Adi Granov (based on the ""Extremis"" mini-series illustrated by)",62.0,7.4,Shane Black,03 May 2013,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce",2013.0,"Action, Adventure, Fantasy",Nominated for 1 Oscar. Another 12 wins & 35 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIzMzAzMjQyM15BMl5BanBnXkFtZTcwNzM2NjcyOQ@@._V1_SX300.jpg,"350,466",tt1300854,,7.4
